Fecha Emision;Cantidad;Descripcion;Articulo Proveedor
03-jun-25;2;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
26-jun-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
01-jul-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
07-jul-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
21-ene-25;2;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
04-feb-25;2;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
23-abr-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
30-abr-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
06-may-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
09-may-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
13-jun-25;2;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
23-jun-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
04-ago-25;3;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
04-ago-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
21-ago-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
25-ago-25;2;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
27-ago-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
03-sept-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
04-sept-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
09-sept-25;2;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
10-sept-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
15-sept-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
16-sept-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
22-sept-25;2;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
23-sept-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
24-sept-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
02-oct-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
02-oct-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
06-oct-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
13-oct-25;2;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
23-oct-25;2;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
27-oct-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
05-nov-25;2;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
06-nov-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
19-nov-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
26-nov-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
01-dic-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
17-dic-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
19-dic-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
21-ene-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
30-ene-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
04-feb-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
07-mar-25;2;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
19-mar-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
26-mar-25;2;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
31-mar-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
08-abr-25;2;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
11-abr-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
19-may-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
26-may-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
03-jun-25;2;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
26-jun-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
01-jul-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
07-jul-25;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
13-ene-26;2;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
21-ene-26;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
30-ene-26;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
30-ene-26;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
05-feb-26;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
06-feb-26;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
09-feb-26;2;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
18-feb-26;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
04-mar-26;4;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
06-mar-26;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
10-mar-26;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
12-mar-26;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
26-mar-26;1;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
27-mar-26;2;TINTA EP F6470 T53K920 NEGRO ULTRACHROME 2 X 1,6L;T53K920
13-jun-24;1;TINTA EP F6470H T53K720 DS FLUO ULTRACHROME;T53K720
14-jun-24;2;TINTA EP F6470H T53K720 DS FLUO ULTRACHROME;T53K720
13-jun-24;1;TINTA EP F6470H T53K820 DS FLUO ULTRACHROME;T53K820
14-jun-24;2;TINTA EP F6470H T53K820 DS FLUO ULTRACHROME;T53K820
28-nov-24;2;TINTA EP P9000 T55K200 CYAN ULTRACHROME 700 ML;T55K200
12-jun-25;1;TINTA EP P9000 T55K300 MAGENTA ULTRACHROME 700 ML;T55K300
12-jun-25;1;TINTA EP P9000 T55K300 MAGENTA ULTRACHROME 700 ML;T55K300
28-nov-24;2;TINTA EP P9000 T55K400 YELLOW ULTRACHROME 700 ML;T55K400
20-may-25;1;TINTA EP P9000 T55K400 YELLOW ULTRACHROME 700 ML;T55K400
20-may-25;1;TINTA EP P9000 T55K400 YELLOW ULTRACHROME 700 ML;T55K400
28-nov-24;2;TINTA EP P9000 T55K500 CYAN CLARO ULTRACHROME 700;T55K500
23-feb-24;1;TINTA EP P9000 T55K600 MAGENTA CLARO ULTRACHROME 7;T55K600
06-ago-24;2;TINTA EP P9000 T55K600 MAGENTA CLARO ULTRACHROME 7;T55K600
20-may-25;1;TINTA EP P9000 T55K600 MAGENTA CLARO ULTRACHROME 7;T55K600
20-may-25;1;TINTA EP P9000 T55K600 MAGENTA CLARO ULTRACHROME 7;T55K600
12-jun-25;1;TINTA EP P9000 T55K700 NEGRO CLARO ULTRACHROME 700;T55K700
12-jun-25;1;TINTA EP P9000 T55K700 NEGRO CLARO ULTRACHROME 700;T55K700
23-feb-24;1;TINTA EP P9000 T55KA00 NARANJA ULTRACHROME 700 ML;T55KA00
20-may-25;1;TINTA EP P9000 T55KA00 NARANJA ULTRACHROME 700 ML;T55KA00
20-may-25;1;TINTA EP P9000 T55KA00 NARANJA ULTRACHROME 700 ML;T55KA00
10-ene-24;1;TINTA EP P9000 T804100 NEGRO ULTRACHROME 700 ML;T804100
23-feb-24;1;TINTA EP P9000 T804100 NEGRO ULTRACHROME 700 ML;T804100
06-ago-24;1;TINTA EP P9000 T804100 NEGRO ULTRACHROME 700 ML;T804100
28-nov-24;2;TINTA EP P9000 T804100 NEGRO ULTRACHROME 700 ML;T804100
10-ene-24;1;TINTA EP P9000 T804200 CYAN ULTRACHROME 700 ML;T804200
23-feb-24;1;TINTA EP P9000 T804200 CYAN ULTRACHROME 700 ML;T804200
10-ene-24;1;TINTA EP P9000 T804300 MAGENTA ULTRACHROME 700 ML;T804300
23-feb-24;1;TINTA EP P9000 T804300 MAGENTA ULTRACHROME 700 ML;T804300
10-may-24;2;TINTA EP P9000 T804300 MAGENTA ULTRACHROME 700 ML;T804300
23-feb-24;1;TINTA EP P9000 T804400 YELLOW ULTRACHROME 700 ML;T804400
20-may-25;1;TINTA EP P9000 T804400 YELLOW ULTRACHROME 700 ML;T804400
12-jun-25;1;TINTA EP P9000 T804400 YELLOW ULTRACHROME 700 ML;T804400
20-may-25;1;TINTA EP P9000 T804400 YELLOW ULTRACHROME 700 ML;T804400
12-jun-25;1;TINTA EP P9000 T804400 YELLOW ULTRACHROME 700 ML;T804400
10-ene-24;1;TINTA EP P9000 T804500 CYAN CLARO ULTRACHROME 700;T804500
23-feb-24;1;TINTA EP P9000 T804500 CYAN CLARO ULTRACHROME 700;T804500
23-feb-24;1;TINTA EP P9000 T804700 NEGRO CLARO ULTRACHROME 700;T804700
10-may-24;1;TINTA EP P9000 T804700 NEGRO CLARO ULTRACHROME 700;T804700
23-feb-24;1;TINTA EP P9000 T804800 NEGRO MATE ULTRACHROME 700;T804800
20-may-25;1;TINTA EP P9000 T804900 NEGRO LIGHT ULTRACHROME 700;T804900
12-jun-25;1;TINTA EP P9000 T804900 NEGRO LIGHT ULTRACHROME 700;T804900
20-may-25;1;TINTA EP P9000 T804900 NEGRO LIGHT ULTRACHROME 700;T804900
12-jun-25;1;TINTA EP P9000 T804900 NEGRO LIGHT ULTRACHROME 700;T804900
10-ene-24;1;TINTA EP P9000 T804A00 NARANJA ULTRACHROME 700 ML;T804A00
23-feb-24;1;TINTA EP P9000 T804B00 VERDE ULTRACHROME 700 ML;T804B00
20-may-25;1;TINTA EP P9000 T824100  NEGRO ULTRACHROME 350 ML;T824100
20-may-25;1;TINTA EP P9000 T824100  NEGRO ULTRACHROME 350 ML;T824100
25-abr-24;1;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
23-sept-24;1;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
16-abr-24;2;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
10-dic-24;1;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
23-jul-25;1;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
14-ago-25;1;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
20-ago-25;1;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
26-ago-25;2;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
07-nov-25;1;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
14-nov-25;1;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
10-ene-25;1;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
25-feb-25;1;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
10-mar-25;4;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
29-may-25;1;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
15-jul-25;1;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
23-jul-25;1;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
14-ago-25;1;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
20-ago-25;1;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
26-ago-25;2;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
07-nov-25;1;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
14-nov-25;1;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
10-ene-25;1;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
25-feb-25;1;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
10-mar-25;4;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
29-may-25;1;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
15-jul-25;1;TINTA EP T40W120 NEGRO ULTRACHROME (T3170);T40W120
25-abr-24;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
23-sept-24;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
16-abr-24;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
10-dic-24;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
25-jul-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
06-ago-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
14-ago-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
20-ago-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
26-ago-25;2;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
07-nov-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
14-nov-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
10-ene-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
25-feb-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
10-mar-25;2;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
23-may-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
29-may-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
15-jul-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
22-jul-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
25-jul-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
06-ago-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
14-ago-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
20-ago-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
26-ago-25;2;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
07-nov-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
14-nov-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
10-ene-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
25-feb-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
10-mar-25;2;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
23-may-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
29-may-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
15-jul-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
22-jul-25;1;TINTA EP T40W220 CYAN ULTRACHROME (T3170);T40W220
25-abr-24;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
23-sept-24;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
16-abr-24;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
10-dic-24;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
25-jul-25;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
06-ago-25;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
14-ago-25;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
20-ago-25;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
26-ago-25;2;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
07-nov-25;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
14-nov-25;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
10-ene-25;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
25-feb-25;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
10-mar-25;2;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
15-jul-25;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
22-jul-25;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
25-jul-25;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
06-ago-25;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
14-ago-25;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
20-ago-25;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
26-ago-25;2;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
07-nov-25;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
14-nov-25;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
10-ene-25;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
25-feb-25;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
10-mar-25;2;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
15-jul-25;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
22-jul-25;1;TINTA EP T40W320 MAGENTA ULTRACHROME (T3170);T40W320
25-abr-24;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
23-sept-24;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
16-abr-24;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
10-dic-24;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
25-jul-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
06-ago-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
14-ago-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
20-ago-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
26-ago-25;2;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
07-nov-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
14-nov-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
10-ene-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
25-feb-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
10-mar-25;2;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
23-may-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
29-may-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
15-jul-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
22-jul-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
25-jul-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
06-ago-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
14-ago-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
20-ago-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
26-ago-25;2;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
07-nov-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
14-nov-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
10-ene-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
25-feb-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
10-mar-25;2;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
23-may-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
29-may-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
15-jul-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
22-jul-25;1;TINTA EP T40W420 AMARILLO ULTRACHROME (T3170);T40W420
02-may-25;1;TINTA EP T41P220 CYAN (T5475);T41P220
02-may-25;1;TINTA EP T41P220 CYAN (T5475);T41P220
07-may-25;1;TINTA EP T41P520 NEGRO (T5475);T41P520
07-may-25;1;TINTA EP T41P520 NEGRO (T5475);T41P520
10-dic-24;1;TINTA EP T44P120 ULTRACHROME PRO 12 NEGRO PHOTO 35;T44P120
27-feb-25;1;TINTA EP T44P120 ULTRACHROME PRO 12 NEGRO PHOTO 35;T44P120
20-may-25;1;TINTA EP T44P120 ULTRACHROME PRO 12 NEGRO PHOTO 35;T44P120
22-ago-25;1;TINTA EP T44P120 ULTRACHROME PRO 12 NEGRO PHOTO 35;T44P120
15-sept-25;1;TINTA EP T44P120 ULTRACHROME PRO 12 NEGRO PHOTO 35;T44P120
29-dic-25;1;TINTA EP T44P120 ULTRACHROME PRO 12 NEGRO PHOTO 35;T44P120
10-ene-25;1;TINTA EP T44P120 ULTRACHROME PRO 12 NEGRO PHOTO 35;T44P120
27-feb-25;1;TINTA EP T44P120 ULTRACHROME PRO 12 NEGRO PHOTO 35;T44P120
20-may-25;1;TINTA EP T44P120 ULTRACHROME PRO 12 NEGRO PHOTO 35;T44P120
22-ago-25;1;TINTA EP T44P120 ULTRACHROME PRO 12 NEGRO PHOTO 35;T44P120
15-sept-25;1;TINTA EP T44P120 ULTRACHROME PRO 12 NEGRO PHOTO 35;T44P120
29-dic-25;1;TINTA EP T44P120 ULTRACHROME PRO 12 NEGRO PHOTO 35;T44P120
10-ene-25;1;TINTA EP T44P120 ULTRACHROME PRO 12 NEGRO PHOTO 35;T44P120
10-dic-24;1;TINTA EP T44P220 ULTRACHROME PRO 12 CYAN 350ML;T44P220
27-feb-25;1;TINTA EP T44P220 ULTRACHROME PRO 12 CYAN 350ML;T44P220
20-may-25;1;TINTA EP T44P220 ULTRACHROME PRO 12 CYAN 350ML;T44P220
22-ago-25;1;TINTA EP T44P220 ULTRACHROME PRO 12 CYAN 350ML;T44P220
01-oct-25;1;TINTA EP T44P220 ULTRACHROME PRO 12 CYAN 350ML;T44P220
29-dic-25;1;TINTA EP T44P220 ULTRACHROME PRO 12 CYAN 350ML;T44P220
10-ene-25;1;TINTA EP T44P220 ULTRACHROME PRO 12 CYAN 350ML;T44P220
27-feb-25;1;TINTA EP T44P220 ULTRACHROME PRO 12 CYAN 350ML;T44P220
20-may-25;1;TINTA EP T44P220 ULTRACHROME PRO 12 CYAN 350ML;T44P220
22-ago-25;1;TINTA EP T44P220 ULTRACHROME PRO 12 CYAN 350ML;T44P220
01-oct-25;1;TINTA EP T44P220 ULTRACHROME PRO 12 CYAN 350ML;T44P220
29-dic-25;1;TINTA EP T44P220 ULTRACHROME PRO 12 CYAN 350ML;T44P220
10-ene-25;1;TINTA EP T44P220 ULTRACHROME PRO 12 CYAN 350ML;T44P220
10-dic-24;1;TINTA EP T44P320 ULTRACHROME PRO 12 MAGENTA 350ML;T44P320
27-feb-25;1;TINTA EP T44P320 ULTRACHROME PRO 12 MAGENTA 350ML;T44P320
20-may-25;1;TINTA EP T44P320 ULTRACHROME PRO 12 MAGENTA 350ML;T44P320
22-ago-25;1;TINTA EP T44P320 ULTRACHROME PRO 12 MAGENTA 350ML;T44P320
01-oct-25;1;TINTA EP T44P320 ULTRACHROME PRO 12 MAGENTA 350ML;T44P320
29-dic-25;1;TINTA EP T44P320 ULTRACHROME PRO 12 MAGENTA 350ML;T44P320
10-ene-25;1;TINTA EP T44P320 ULTRACHROME PRO 12 MAGENTA 350ML;T44P320
27-feb-25;1;TINTA EP T44P320 ULTRACHROME PRO 12 MAGENTA 350ML;T44P320
20-may-25;1;TINTA EP T44P320 ULTRACHROME PRO 12 MAGENTA 350ML;T44P320
22-ago-25;1;TINTA EP T44P320 ULTRACHROME PRO 12 MAGENTA 350ML;T44P320
01-oct-25;1;TINTA EP T44P320 ULTRACHROME PRO 12 MAGENTA 350ML;T44P320
29-dic-25;1;TINTA EP T44P320 ULTRACHROME PRO 12 MAGENTA 350ML;T44P320
10-ene-25;1;TINTA EP T44P320 ULTRACHROME PRO 12 MAGENTA 350ML;T44P320
10-dic-24;1;TINTA EP T44P420 ULTRACHROME PRO 12 YELLOW 350ML;T44P420
27-feb-25;1;TINTA EP T44P420 ULTRACHROME PRO 12 YELLOW 350ML;T44P420
20-may-25;1;TINTA EP T44P420 ULTRACHROME PRO 12 YELLOW 350ML;T44P420
01-oct-25;1;TINTA EP T44P420 ULTRACHROME PRO 12 YELLOW 350ML;T44P420
31-oct-25;1;TINTA EP T44P420 ULTRACHROME PRO 12 YELLOW 350ML;T44P420
29-dic-25;1;TINTA EP T44P420 ULTRACHROME PRO 12 YELLOW 350ML;T44P420
10-ene-25;1;TINTA EP T44P420 ULTRACHROME PRO 12 YELLOW 350ML;T44P420
27-feb-25;1;TINTA EP T44P420 ULTRACHROME PRO 12 YELLOW 350ML;T44P420
20-may-25;1;TINTA EP T44P420 ULTRACHROME PRO 12 YELLOW 350ML;T44P420
01-oct-25;1;TINTA EP T44P420 ULTRACHROME PRO 12 YELLOW 350ML;T44P420
31-oct-25;1;TINTA EP T44P420 ULTRACHROME PRO 12 YELLOW 350ML;T44P420
29-dic-25;1;TINTA EP T44P420 ULTRACHROME PRO 12 YELLOW 350ML;T44P420
10-ene-25;1;TINTA EP T44P420 ULTRACHROME PRO 12 YELLOW 350ML;T44P420
10-dic-24;1;TINTA EP T44P520 ULTRACHROME PRO 12 CYAN LIGHT 350;T44P520
27-feb-25;1;TINTA EP T44P520 ULTRACHROME PRO 12 CYAN LIGHT 350;T44P520
20-may-25;1;TINTA EP T44P520 ULTRACHROME PRO 12 CYAN LIGHT 350;T44P520
15-sept-25;1;TINTA EP T44P520 ULTRACHROME PRO 12 CYAN LIGHT 350;T44P520
01-oct-25;1;TINTA EP T44P520 ULTRACHROME PRO 12 CYAN LIGHT 350;T44P520
29-dic-25;1;TINTA EP T44P520 ULTRACHROME PRO 12 CYAN LIGHT 350;T44P520
10-ene-25;1;TINTA EP T44P520 ULTRACHROME PRO 12 CYAN LIGHT 350;T44P520
27-feb-25;1;TINTA EP T44P520 ULTRACHROME PRO 12 CYAN LIGHT 350;T44P520
